ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,96/1943,400/18986,0.24,2.3451569737519296,9.18076087566862,8.228111974353005e-16,4.693315070170954e-12,4.306333972261383e-12,56941/3493/7297/3500/3494/3502/3507/3539/3538/2214/3503/713/3134/3501/714/712/28442/28392/28444/28388/84861/3495/28457/7133/3665/26022/28452/28468/28394/5777/28424/920/28448/972/3560/6778/710/89857/28408/28450/2213/6556/10865/64581/28473/5551/3122/28423/10859/1439/28420/3718/3575/2212/3133/28439/28395/2207/3566/9173/3824/28434/6097/2302/10312/925/3635/3726/11006/114836/8741/7128/5788/64005/939/201294/3554/911/4063/64218/54440/3123/28429/1512/374383/3514/6693/3383/3662/634/958/3537/6363/28396/1191/8284,96
GO:0002443,leukocyte mediated immunity,107/1943,485/18986,0.22061855670103092,2.1557714449437846,8.705904666636759,8.635555577897452e-15,2.4628604508163535e-11,2.2597885438582178e-11,56941/55904/8509/3493/3500/3494/3502/3507/3539/3538/2214/3503/713/3134/3501/714/712/28442/3965/28392/6688/3689/28444/7305/28388/84861/3495/28457/7133/3665/28452/2242/28468/28394/5777/28424/28448/10417/972/3560/6778/2268/710/28408/28450/2213/10865/64581/2671/28473/6348/5551/3122/28423/10859/6813/1439/5730/28420/11151/3718/3575/2212/8832/3133/28439/28395/4818/2207/3566/3824/914/28434/11314/2302/10312/925/3635/11006/114836/5880/8741/5788/64005/939/201294/3554/911/115727/54440/3123/28429/684/1512/374383/3514/6693/3383/634/958/3537/8673/28396/10814/2922/1191/8284,107
GO:0016064,immunoglobulin mediated immune response,58/1943,209/18986,0.27751196172248804,2.7117046347211313,8.401513809106635,7.559226091246388e-13,1.192968668910954e-9,1.0946040122952062e-9,56941/3493/3500/3494/3502/3507/3539/3538/2214/3503/713/3501/714/712/28442/28392/28444/28388/3495/28457/3665/28452/28468/28394/5777/28424/28448/972/3560/6778/710/28408/28450/2213/28473/28423/1439/28420/2212/3133/28439/28395/2207/3566/28434/2302/10312/3635/8741/5788/939/28429/374383/3514/958/3537/28396/1191,58
GO:0002449,lymphocyte mediated immunity,87/1943,386/18986,0.22538860103626943,2.2023818730183278,8.058389953766193,8.365839192923941e-13,1.192968668910954e-9,1.0946040122952062e-9,56941/3493/3500/3494/3502/3507/3539/3538/2214/3503/713/3134/3501/714/712/28442/3965/28392/28444/28388/84861/3495/28457/7133/3665/28452/28468/28394/5777/28424/28448/972/3560/6778/710/28408/28450/2213/10865/2671/28473/5551/3122/28423/10859/1439/28420/11151/3575/2212/3133/28439/28395/4818/2207/3566/3824/914/28434/2302/10312/925/3635/11006/114836/8741/5788/64005/939/201294/3554/911/115727/54440/3123/28429/1512/374383/3514/6693/3383/634/958/3537/28396/1191/8284,87
GO:0019724,B cell mediated immunity,58/1943,212/18986,0.27358490566037735,2.6733314559279076,8.272564803398987,1.4548913705293084e-12,1.659740075499835e-9,1.5228883987940466e-9,56941/3493/3500/3494/3502/3507/3539/3538/2214/3503/713/3501/714/712/28442/28392/28444/28388/3495/28457/3665/28452/28468/28394/5777/28424/28448/972/3560/6778/710/28408/28450/2213/28473/28423/1439/28420/2212/3133/28439/28395/2207/3566/28434/2302/10312/3635/8741/5788/939/28429/374383/3514/958/3537/28396/1191,58
GO:0002478,antigen processing and presentation of exogenous peptide antigen,21/1943,41/18986,0.5121951219512195,5.004908175690094,8.66773980094727,5.204578696818385e-11,4.947819481108678e-8,4.5398535579966684e-8,1515/1514/10437/3134/219972/972/2213/3122/3113/3133/3115/2207/3117/3109/8722/3108/3111/3123/1509/3127/3119,21
GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,18/1943,31/18986,0.5806451612903226,5.673766871980476,8.79335643611497,7.843583572102672e-11,6.391400099324806e-8,5.8644056421796226e-8,1515/1514/10437/972/2213/3122/3113/3115/2207/3117/3109/8722/3108/3111/3123/1509/3127/3119,18
GO:0070661,leukocyte proliferation,74/1943,341/18986,0.21700879765395895,2.120498729932097,7.049787774895485,2.7519446862669905e-10,1.9621365613083642e-7,1.800351181594668e-7,100133941/7297/51237/8764/55716/2214/7940/79798/6352/916/8379/6376/3965/1725/7305/7133/1436/5777/2615/972/6778/115352/3659/2213/6556/10288/3481/3113/10859/30835/1439/199/11151/3575/2355/3133/3115/11326/10077/3109/9479/11314/64926/2302/10312/3485/3635/923/3726/11006/23308/5880/5699/7128/5788/11119/977/7535/54440/3123/1493/684/4282/3559/6693/8740/81704/958/6363/1503/1435/6480/3479/1191,74
GO:0050867,positive regulation of cell activation,81/1943,391/18986,0.2071611253196931,2.0242723238907327,6.909942039185978,4.303594338181053e-10,2.727522456109414e-7,2.502628192916514e-7,26258/56941/100133941/7297/207/8764/2214/6352/7704/916/3965/6688/1725/7305/84861/9580/9840/5777/920/7070/6366/972/59/6778/115352/64581/2621/6348/10288/3481/3122/3113/10859/30835/3561/199/11151/3575/375033/3133/3115/3566/9173/3117/3109/84630/914/64926/3485/3635/923/11006/101/23308/8741/1236/3108/5788/939/3603/6604/1960/3111/7535/54440/3123/4282/3559/6693/5341/51412/8740/81704/958/6363/3932/2812/3479/3127/4323/3119,81
GO:0050851,antigen receptor-mediated signaling pathway,53/1943,212/18986,0.25,2.4428718476582603,7.133225650224818,5.066608545119667e-10,2.889993514136258e-7,2.651702914351051e-7,9473/257144/3493/3500/3494/3502/8525/3507/3539/8517/55072/3503/9564/25865/3501/7805/916/3495/28638/9840/5777/7070/28755/115352/3937/89857/2213/153579/2355/3115/3702/11314/915/925/3635/11006/23308/1236/5788/11119/7535/150372/3123/1493/28639/919/54900/3514/634/3537/3932/640/3119,53
GO:0019884,antigen processing and presentation of exogenous antigen,22/1943,50/18986,0.44,4.299454451878538,7.887723825598176,7.694258413207144e-10,3.989822726266686e-7,3.660847160810136e-7,1515/1514/10437/3134/219972/972/2213/3122/3113/3133/3115/2207/3117/3109/8722/3108/911/3111/3123/1509/3127/3119,22
GO:0051251,positive regulation of lymphocyte activation,72/1943,336/18986,0.21428571428571427,2.0938901551356515,6.830816415403881,8.618840209148172e-10,4.0968220460817643e-7,3.7590239929723433e-7,26258/56941/100133941/7297/207/8764/2214/6352/7704/916/3965/6688/1725/7305/84861/9580/9840/5777/920/7070/6366/972/6778/115352/64581/2621/10288/3481/3122/3113/10859/30835/3561/199/11151/3575/3133/3115/3566/3117/3109/64926/3485/3635/923/11006/101/23308/8741/1236/3108/5788/939/6604/1960/3111/7535/54440/3123/4282/3559/6693/51412/8740/81704/958/6363/3932/3479/3127/4323/3119,72
GO:0002696,positive regulation of leukocyte activation,77/1943,371/18986,0.20754716981132076,2.028044552772896,6.752056221658767,1.062169803583145e-9,4.6604742766448147e-7,4.2762010230084187e-7,26258/56941/100133941/7297/207/8764/2214/6352/7704/916/3965/6688/1725/7305/84861/9580/9840/5777/920/7070/6366/972/6778/115352/64581/2621/6348/10288/3481/3122/3113/10859/30835/3561/199/11151/3575/3133/3115/3566/9173/3117/3109/84630/914/64926/3485/3635/923/11006/101/23308/8741/1236/3108/5788/939/3603/6604/1960/3111/7535/54440/3123/4282/3559/6693/51412/8740/81704/958/6363/3932/3479/3127/4323/3119,77
GO:0002495,antigen processing and presentation of peptide antigen via MHC class II,18/1943,35/18986,0.5142857142857142,5.0253363723255635,8.048015662676892,1.1535740619336673e-9,4.6999903209068846e-7,4.3124588240106723e-7,1515/1514/10437/972/2213/3122/3113/3115/2207/3117/3109/8722/3108/3111/3123/1509/3127/3119,18
GO:0002768,immune response-regulating cell surface receptor signaling pathway,76/1943,369/18986,0.20596205962059622,2.012555668531467,6.632021447678378,1.9547853261336467e-9,7.433397000177547e-7,6.820486064236135e-7,27202/9473/257144/3493/100133941/3500/3494/3502/8525/5609/3507/3539/8517/55072/2214/3503/9564/25865/3501/8398/7805/916/5284/7305/3495/28638/9840/5777/7070/28755/115352/2268/3937/89857/2213/153579/64581/10288/10859/1240/2212/2355/3115/3702/2207/3824/728/11314/915/925/3635/11006/23308/1236/7128/5788/64005/11119/7535/150372/92747/3123/1493/3430/28639/1535/919/406932/54900/3514/634/958/3537/3932/640/3119,76
GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,18/1943,37/18986,0.4864864864864865,4.753696568416075,7.716770005548825,3.67417058004231e-9,1.2935173683260718e-6,1.1868621014463036e-6,1515/1514/10437/972/2213/3122/3113/3115/2207/3117/3109/8722/3108/3111/3123/1509/3127/3119,18
GO:0019882,antigen processing and presentation,35/1943,118/18986,0.2966101694915254,2.8983225311199696,6.98420134987886,3.855153446974618e-9,1.2935173683260718e-6,1.1868621014463036e-6,1515/1514/10437/3134/55080/219972/6366/972/2213/6556/10288/3122/3113/30835/3133/3115/2207/3117/3109/925/8722/1236/3108/57705/911/3111/3123/1509/1512/3383/6363/6890/3127/3119/8284,35
GO:0032943,mononuclear cell proliferation,65/1943,305/18986,0.21311475409836064,2.0824481324299926,6.434660440615533,7.101881623640315e-9,2.2505073767357976e-6,2.0649447621485174e-6,100133941/7297/51237/8764/55716/2214/7940/79798/6352/916/8379/3965/1725/7305/7133/5777/2615/972/115352/3659/2213/6556/10288/3481/3113/10859/30835/199/11151/3575/2355/3133/3115/11326/10077/3109/9479/11314/64926/2302/3485/3635/923/11006/23308/5880/5699/5788/11119/977/7535/54440/3123/1493/4282/3559/6693/8740/81704/958/6363/1503/1435/6480/3479,65
GO:0050870,positive regulation of T cell activation,58/1943,260/18986,0.2230769230769231,2.1797933409873713,6.467534947053319,8.038595726597589e-9,2.4132710539217186e-6,2.214287975215691e-6,100133941/7297/207/8764/6352/7704/916/3965/1725/84861/9580/9840/5777/920/7070/6366/972/10288/3481/3122/3113/10859/30835/3561/199/11151/3575/3133/3115/3566/3117/3109/64926/3485/923/11006/101/23308/1236/3108/5788/939/6604/1960/3111/7535/54440/3123/3559/6693/51412/8740/81704/6363/3932/3479/3127/3119,58
GO:0070663,regulation of leukocyte proliferation,59/1943,270/18986,0.21851851851851853,2.1352509483235167,6.343601837181578,1.3388662029864757e-8,3.818446410917428e-6,3.50360145328882e-6,100133941/7297/51237/8764/2214/7940/6352/916/8379/3965/1725/7305/7133/1436/5777/2615/972/6778/115352/3659/2213/10288/3481/3113/10859/30835/1439/199/11151/3133/3115/11326/10077/3109/9479/11314/64926/2302/3485/3635/923/11006/23308/5880/7128/5788/7535/54440/3123/1493/684/4282/3559/6693/958/6363/1435/6480/3479,59
GO:0046651,lymphocyte proliferation,63/1943,297/18986,0.21212121212121213,2.072739749528221,6.2914137192570445,1.4552435533562395e-8,3.827448723987608e-6,3.5118614925198176e-6,100133941/7297/51237/8764/55716/2214/7940/79798/6352/916/8379/3965/1725/7305/7133/5777/2615/972/115352/3659/2213/6556/10288/3481/3113/10859/30835/199/11151/3575/2355/3133/3115/11326/10077/3109/9479/11314/64926/2302/3485/3635/923/11006/23308/5880/5699/5788/11119/977/7535/54440/3123/1493/4282/3559/6693/8740/81704/958/6363/1503/3479,63
GO:2000107,negative regulation of leukocyte apoptotic process,22/1943,57/18986,0.38596491228070173,3.771451273577665,7.075375911609065,1.4885262543639508e-8,3.827448723987608e-6,3.5118614925198176e-6,94103/26155/6352/1831/3665/6366/972/3059/2621/10859/3718/3575/6482/6097/1236/939/4282/1234/81704/6363/6387/6480,22
GO:0050863,regulation of T cell activation,77/1943,393/18986,0.19592875318066158,1.914515341167288,6.18559120470053,1.5433260983821e-8,3.827448723987608e-6,3.5118614925198176e-6,100133941/7297/207/8764/6352/7704/7805/916/8379/3965/1725/84861/9580/7133/9840/5777/920/7070/6366/2615/972/3659/10288/3481/3122/3113/10859/30835/3561/199/11151/3718/3575/135/3133/3115/3566/11326/10077/3117/3109/914/9479/11314/64926/2302/3485/923/3726/11006/101/23308/5880/1236/3108/5788/939/6604/1960/3111/7535/54440/3123/1493/3559/54900/6693/3662/51412/8740/81704/6363/3932/1840/3479/3127/3119,77
GO:0048002,antigen processing and presentation of peptide antigen,25/1943,72/18986,0.3472222222222222,3.3928775661920283,6.868528632436284,1.9592748607526342e-8,4.490841072169146e-6,4.120554700454897e-6,1515/1514/10437/3134/55080/219972/972/2213/6556/3122/3113/30835/3133/3115/2207/3117/3109/8722/3108/3111/3123/1509/6890/3127/3119,25
GO:0046631,alpha-beta T cell activation,47/1943,196/18986,0.23979591836734693,2.343162792651801,6.3820760856031304,1.9682858836645977e-8,4.490841072169146e-6,4.120554700454897e-6,4297/1514/7297/8764/79798/7704/916/3965/26022/28638/28755/6778/3659/3122/10859/3561/3718/2355/135/3133/4818/3702/3566/9479/11314/64926/6097/10312/915/3726/11006/114836/5788/57705/3630/4063/64218/7535/54440/3123/28639/919/374383/3559/6693/3662/6363,47
GO:0042098,T cell proliferation,50/1943,215/18986,0.23255813953488372,2.272438928054196,6.335503734797716,2.056400004162992e-8,4.511425239902195e-6,4.139441627813117e-6,100133941/7297/8764/55716/79798/6352/916/8379/3965/1725/7133/5777/2615/3659/6556/10288/3481/3113/10859/30835/199/11151/3133/3115/11326/10077/3109/9479/64926/2302/3485/923/11006/23308/5880/5699/5788/11119/977/7535/54440/3123/1493/3559/6693/8740/81704/6363/1503/3479,50
GO:0060326,cell chemotaxis,67/1943,328/18986,0.20426829268292682,1.9960050462573589,6.143764997160333,2.4676998574550835e-8,5.213244439601406e-6,4.783393251955818e-6,80024/27202/1238/51554/57007/3164/646960/4681/9564/25865/6352/1441/6376/3965/3689/5025/2185/57175/1436/6366/972/4283/5881/5159/692094/27237/63940/2621/6348/1240/199/11151/5228/5872/2022/5155/2207/728/57449/5919/3791/2321/56833/101/5880/1236/6351/3603/4739/6362/1960/643/57580/4282/1234/51411/64094/8740/240/6363/9037/6387/1435/2246/7984/1901/5054,67
GO:0002429,immune response-activating cell surface receptor signaling pathway,68/1943,336/18986,0.20238095238095238,1.9775629242947823,6.104408965573829,2.8542698146831387e-8,5.814555365340223e-6,5.335123879174649e-6,27202/9473/257144/3493/3500/3494/3502/8525/3507/3539/8517/55072/3503/9564/25865/3501/8398/7805/916/7305/3495/28638/9840/5777/7070/28755/115352/2268/3937/89857/2213/153579/64581/1240/2355/3115/3702/2207/3824/728/11314/915/925/3635/11006/23308/1236/7128/5788/64005/11119/7535/150372/92747/3123/1493/3430/28639/1535/919/406932/54900/3514/634/3537/3932/640/3119,68
GO:1903039,positive regulation of leukocyte cell-cell adhesion,60/1943,284/18986,0.2112676056338028,2.0643987444999383,6.102224431295931,3.7217459517396966e-8,7.3202892788700785e-6,6.7167044907621674e-6,100133941/7297/207/8764/6352/7704/916/3965/3689/1725/84861/9580/9840/5777/920/7070/6366/972/10288/3481/3122/3113/10859/30835/3561/199/11151/3575/3133/3115/3566/3117/3109/64926/3485/923/11006/101/23308/1236/3108/5788/939/6604/1960/3111/7535/54440/3123/3559/6693/51412/8740/81704/240/6363/3932/3479/3127/3119,60
GO:0032944,regulation of mononuclear cell proliferation,54/1943,245/18986,0.22040816326530613,2.153715588139528,6.136971429175966,4.015445498244975e-8,7.634700373996446e-6,7.005191234131234e-6,100133941/7297/51237/8764/2214/7940/6352/916/8379/3965/1725/7305/7133/5777/2615/972/115352/3659/2213/10288/3481/3113/10859/30835/199/11151/3133/3115/11326/10077/3109/9479/11314/64926/2302/3485/3635/923/11006/23308/5880/5788/7535/54440/3123/1493/4282/3559/6693/958/6363/1435/6480/3479,54
GO:0045785,positive regulation of cell adhesion,90/1943,499/18986,0.18036072144288579,1.762392515344637,5.827259456029879,6.017591961373096e-8,1.1072369208926497e-5,1.0159411623751115e-5,201627/136227/100133941/7297/207/8764/25865/5296/6352/7704/50848/916/55679/6376/3965/3689/1725/84861/9580/2185/9840/5777/920/7070/6366/972/5881/10288/3481/3122/3113/10859/30835/3561/199/11151/7052/3575/5155/3133/3115/3566/3117/3109/64926/3485/923/3791/11006/101/23308/1236/3108/5788/939/201294/4739/3373/6604/1960/3111/7535/54440/3123/57580/6423/30008/1295/2041/1601/3559/6693/51412/8740/81704/240/6237/9806/5345/6363/1307/3932/6387/1435/91663/8646/3479/3127/3170/3119,90
GO:0071887,leukocyte apoptotic process,33/1943,122/18986,0.27049180327868855,2.6431072450072985,6.1474868879955364,1.247169185163599e-7,2.2039287249953665e-5,2.0222066916433454e-5,1514/207/94103/55716/25865/26155/6352/3965/155038/1831/10572/80301/3665/57593/6366/972/3059/2621/10859/3718/3575/6482/6097/101/1236/939/4282/1234/3559/81704/6363/6387/6480,33
GO:0050670,regulation of lymphocyte proliferation,52/1943,240/18986,0.21666666666666667,2.1171556013038257,5.880762778197884,1.275063953801667e-7,2.2039287249953665e-5,2.0222066916433454e-5,100133941/7297/51237/8764/2214/7940/6352/916/8379/3965/1725/7305/7133/5777/2615/972/115352/3659/2213/10288/3481/3113/10859/30835/199/11151/3133/3115/11326/10077/3109/9479/11314/64926/2302/3485/3635/923/11006/23308/5880/5788/7535/54440/3123/1493/4282/3559/6693/958/6363/3479,52
GO:1903037,regulation of leukocyte cell-cell adhesion,74/1943,392/18986,0.18877551020408162,1.8446175176195025,5.705390620537997,1.418117359872717e-7,2.379100417857052e-5,2.182934833835031e-5,100133941/7297/207/8764/6352/7704/7805/916/8379/3965/3689/1725/84861/9580/9840/5777/920/7070/6366/2615/972/3659/10288/3481/3122/3113/10859/30835/3561/199/11151/3718/3575/135/3133/3115/3566/11326/10077/3117/3109/11314/64926/2302/3485/923/11006/101/23308/1236/3108/5788/939/6604/1960/3111/7535/54440/3123/1493/3559/54900/6693/51412/8740/81704/240/6363/3932/6387/1840/3479/3127/3119,74
GO:0007159,leukocyte cell-cell adhesion,79/1943,430/18986,0.18372093023255814,1.7952267531628148,5.6318581433591595,1.7606174488498974e-7,2.8693034080685185e-5,2.632718783663666e-5,100133941/7297/207/8764/6352/7704/7805/50848/916/8379/3965/3689/1725/84861/9580/9840/5777/920/7070/6366/2615/972/3659/10288/3481/3122/3113/10859/30835/3561/199/11151/3718/3575/135/3133/3115/3683/3566/11326/10077/3117/3109/11314/64926/2302/3485/923/11006/101/23308/51148/5880/1236/3108/5788/939/6604/1960/3111/7535/54440/3123/1493/3559/54900/6693/3383/51412/8740/81704/240/6363/3932/6387/1840/3479/3127/3119,79
GO:0006935,chemotaxis,84/1943,472/18986,0.17796610169491525,1.7389935186719818,5.489466992943064,2.9841675485826685e-7,4.7282476936432065e-5,4.338386272383926e-5,80024/27202/1238/51554/57007/3164/646960/4681/1890/9564/25865/8398/6352/1441/56413/6376/10013/3965/3689/5025/2185/2242/10800/57175/1436/6366/972/4283/5881/5159/692094/27237/63940/2621/6348/4858/1240/199/11151/5228/5872/2022/5155/2207/728/57449/5919/3791/6405/2321/10500/56833/101/5880/1236/6351/3603/4739/6362/641700/4046/1960/64218/643/846/57580/4282/9423/1234/51411/6693/64094/8740/240/6363/9037/6387/1435/6586/2246/7984/1901/6480/5054,84
GO:0022409,positive regulation of cell-cell adhesion,65/1943,336/18986,0.19345238095238096,1.8903175011641302,5.559603378201291,3.251310570642416e-7,5.012290674309281e-5,4.599008864077978e-5,201627/100133941/7297/207/8764/6352/7704/50848/916/6376/3965/3689/1725/84861/9580/9840/5777/920/7070/6366/972/10288/3481/3122/3113/10859/30835/3561/199/11151/3575/3133/3115/3566/3117/3109/64926/3485/923/11006/101/23308/1236/3108/5788/939/6604/1960/3111/7535/54440/3123/3559/6693/51412/8740/81704/240/5345/6363/3932/3479/3127/3170/3119,65
GO:0042330,taxis,84/1943,474/18986,0.17721518987341772,1.7316559932767415,5.446758420635797,3.5875296485450024e-7,5.3850708198159724e-5,4.941051914838159e-5,80024/27202/1238/51554/57007/3164/646960/4681/1890/9564/25865/8398/6352/1441/56413/6376/10013/3965/3689/5025/2185/2242/10800/57175/1436/6366/972/4283/5881/5159/692094/27237/63940/2621/6348/4858/1240/199/11151/5228/5872/2022/5155/2207/728/57449/5919/3791/6405/2321/10500/56833/101/5880/1236/6351/3603/4739/6362/641700/4046/1960/64218/643/846/57580/4282/9423/1234/51411/6693/64094/8740/240/6363/9037/6387/1435/6586/2246/7984/1901/6480/5054,84
GO:0002399,MHC class II protein complex assembly,10/1943,16/18986,0.625,6.107179619145651,6.900429722433993,5.523250916988012e-7,7.876155807624905e-5,7.226737778753788e-5,3122/3113/3115/3117/3109/3108/3111/3123/3127/3119,10
GO:0002503,peptide antigen assembly with MHC class II protein complex,10/1943,16/18986,0.625,6.107179619145651,6.900429722433993,5.523250916988012e-7,7.876155807624905e-5,7.226737778753788e-5,3122/3113/3115/3117/3109/3108/3111/3123/3127/3119,10
GO:0050853,B cell receptor signaling pathway,24/1943,79/18986,0.3037974683544304,2.968553131331557,5.919950201942059,6.452188305730687e-7,8.976410267289716e-5,8.236272209523229e-5,257144/3493/3500/3494/3502/3507/3539/3503/9564/3501/3495/5777/115352/89857/2213/3702/11314/5788/150372/1493/3514/3537/3932/640,24
GO:0042129,regulation of T cell proliferation,41/1943,182/18986,0.22527472527472528,2.2012691374503004,5.498187818120887,9.144439852573331e-7,1.2419020218828162e-4,1.1395026302504913e-4,100133941/7297/8764/6352/916/8379/3965/1725/7133/5777/2615/3659/10288/3481/3113/10859/30835/199/11151/3133/3115/11326/10077/3109/9479/64926/2302/3485/923/11006/23308/5880/5788/7535/54440/3123/1493/3559/6693/6363/3479,41
GO:0002687,positive regulation of leukocyte migration,36/1943,152/18986,0.23684210526315788,2.314299645149931,5.493050359784645,1.1891698693658912e-6,1.577447659270475e-4,1.4473812951009083e-4,83483/8764/646960/6352/6376/3965/5025/2185/1436/7070/6366/972/63940/2621/6348/1240/199/11151/5228/728/5919/101/5880/1236/6351/3554/4739/6693/3383/8740/81704/6363/6387/1435/5054/4323,36
