ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:2000106,regulation of leukocyte apoptotic process,26/1943,93/18986,0.27956989247311825,2.7318136791017102,5.652764031932953,1.3291804300271958e-6,1.7231011756534373e-4,1.5810251430849802e-4,94103/25865/26155/6352/3965/155038/1831/3665/6366/972/3059/2621/10859/3718/3575/6482/6097/101/1236/939/4282/1234/81704/6363/6387/6480,26
GO:0071677,positive regulation of mononuclear cell migration,26/1943,94/18986,0.2765957446808511,2.7027518314516925,5.58785326867219,1.6602213568219633e-6,2.0265771528320007e-4,1.8594784092198843e-4,8764/6352/6376/3965/5025/2185/1436/6366/2621/6348/1240/199/11151/728/5919/101/1236/6351/4739/6693/8740/81704/6387/1435/5054/4323,26
GO:0002396,MHC protein complex assembly,11/1943,21/18986,0.5238095238095238,5.118398156998261,6.375734646836872,1.6698654660431984e-6,2.0265771528320007e-4,1.8594784092198843e-4,55080/3122/3113/3115/3117/3109/3108/3111/3123/3127/3119,11
GO:0002501,peptide antigen assembly with MHC protein complex,11/1943,21/18986,0.5238095238095238,5.118398156998261,6.375734646836872,1.6698654660431984e-6,2.0265771528320007e-4,1.8594784092198843e-4,55080/3122/3113/3115/3117/3109/3108/3111/3123/3127/3119,11
GO:0050852,T cell receptor signaling pathway,35/1943,149/18986,0.2348993288590604,2.295315830014473,5.359590608145359,2.0379945934325056e-6,2.4218169085289608e-4,2.2221291926636882e-4,9473/8525/8517/55072/9564/25865/7805/916/28638/9840/5777/7070/28755/3937/153579/2355/3115/3702/11314/915/925/3635/11006/23308/1236/5788/11119/7535/3123/1493/28639/919/634/3932/3119,35
GO:0050920,regulation of chemotaxis,45/1943,216/18986,0.20833333333333334,2.0357265397152173,5.169023697011292,2.7003706096584e-6,3.1434518280594925e-4,2.8842626576201e-4,80024/27202/646960/4681/25865/6352/10013/3965/5025/2185/57175/1436/6366/972/5159/63940/2621/6348/4858/1240/199/5228/5155/728/5919/3791/6405/56833/5880/1236/6351/3603/4739/846/4282/64094/8740/6363/9037/6387/1435/2246/1901/6480/5054,45
GO:0050921,positive regulation of chemotaxis,34/1943,145/18986,0.23448275862068965,2.29124531918292,5.269986049508777,2.95862120821452e-6,3.3751950743311245e-4,3.0968978204721256e-4,646960/25865/6352/3965/5025/2185/1436/6366/972/5159/63940/2621/6348/1240/199/5228/5155/728/5919/3791/5880/1236/6351/3603/4739/846/64094/8740/6363/9037/6387/1435/1901/5054,34
GO:1902105,regulation of leukocyte differentiation,62/1943,337/18986,0.18397626112759644,1.7977217157841203,4.988928383924324,3.454968709590456e-6,3.8641453959811686e-4,3.545532388871775e-4,130733/714/7704/6988/3965/6688/7305/2353/9580/3665/2242/9840/5777/920/972/3059/115352/3659/2213/2621/6348/10288/28959/3122/10859/3561/3718/3575/81501/3566/914/2302/55365/3635/3726/56833/11006/101/8111/9370/5788/939/4739/6604/1960/3111/7535/150372/54440/3123/1493/11025/6886/3559/3662/634/51412/6363/1435/1840/4323/9935,62
GO:0030098,lymphocyte differentiation,74/1943,426/18986,0.17370892018779344,1.697394523255505,4.915447083393961,3.7465931392471986e-6,4.109724474281927e-4,3.770862568489286e-4,4297/1514/3507/55716/5296/10014/79798/7704/916/3965/6688/9580/26022/2185/9840/5777/920/972/6778/115352/29781/3659/2213/2621/10288/3122/3561/3718/3575/2355/6482/5450/3702/2207/3566/914/6097/2302/10312/915/925/3635/10320/3726/56833/11006/101/114836/1236/5788/939/6604/4063/1960/64218/3111/7535/150372/54440/3123/1493/57580/54567/3559/6693/1958/3662/51412/3394/6363/3932/1840/4323/9935,74
GO:0070665,positive regulation of leukocyte proliferation,37/1943,166/18986,0.22289156626506024,2.1779821292374852,5.146969746201834,3.977628289395319e-6,4.280828634473755e-4,3.927858561047374e-4,100133941/7297/2214/6352/916/3965/1725/1436/972/115352/10288/3481/3113/30835/1439/199/11151/3133/3115/3109/64926/3485/923/23308/5880/5788/7535/54440/684/4282/3559/6693/958/6363/1435/6480/3479,37
GO:0002274,myeloid leukocyte activation,49/1943,247/18986,0.19838056680161945,1.93847320704866,5.012632069803018,4.281555194916048e-6,4.5225908947779886e-4,4.1496866333572304e-4,55904/22918/2214/712/6352/6376/3965/6688/3689/7305/161145/2242/5777/972/10397/4055/2268/3937/2213/6556/6348/6813/5730/199/8832/81501/2207/3566/11326/9173/10077/84630/914/728/11314/11006/5880/5788/201294/3603/3430/57580/4282/3662/8673/1435/10814/2922/1191,49
GO:0030217,T cell differentiation,59/1943,320/18986,0.184375,1.8016179876479672,4.8829861368939245,5.503962399016856e-6,5.708109367998571e-4,5.237454746011828e-4,4297/1514/55716/5296/79798/7704/916/3965/6688/9580/26022/9840/920/972/6778/29781/3659/10288/3122/3561/3718/3575/2355/3702/2207/3566/914/6097/2302/10312/915/925/3726/11006/101/114836/1236/5788/939/6604/4063/1960/64218/3111/7535/54440/3123/1493/57580/54567/3559/6693/1958/3662/51412/6363/3932/1840/9935,59
GO:0002468,dendritic cell antigen processing and presentation,9/1943,16/18986,0.5625,5.496461657231086,6.075274413499598,7.079421247076183e-6,7.210896213093312e-4,6.616331285801276e-4,219972/6366/972/2213/6556/3122/1236/3123/6363,9
GO:0030595,leukocyte chemotaxis,47/1943,240/18986,0.19583333333333333,1.913582947332304,4.809146179097918,9.536710242248977e-6,9.543402670489152e-4,8.756514002670714e-4,80024/27202/646960/4681/6352/1441/6376/3965/3689/2185/1436/6366/972/4283/692094/63940/2621/6348/1240/199/11151/5228/5155/2207/728/5919/2321/56833/101/5880/1236/6351/3603/4739/6362/643/57580/4282/1234/8740/240/6363/6387/1435/7984/1901/5054,47
GO:0000353,formation of quadruple SL/U4/U5/U6 snRNP,7/1943,10/18986,0.7,6.840041173443129,6.237093465424468,1.0558927777841903e-5,0.0010038020674135034,9.210348931829815e-4,101954271/101954275/26835/26834/26832/26831/26827,7
GO:0000365,"mRNA trans splicing, via spliceosome",7/1943,10/18986,0.7,6.840041173443129,6.237093465424468,1.0558927777841903e-5,0.0010038020674135034,9.210348931829815e-4,101954271/101954275/26835/26834/26832/26831/26827,7
GO:0045291,"mRNA trans splicing, SL addition",7/1943,10/18986,0.7,6.840041173443129,6.237093465424468,1.0558927777841903e-5,0.0010038020674135034,9.210348931829815e-4,101954271/101954275/26835/26834/26832/26831/26827,7
GO:0072676,lymphocyte migration,27/1943,110/18986,0.24545454545454545,2.3984559958826557,4.966596093509413,1.2341927414467067e-5,0.0011507831864778933,0.0010558968781221093,80024/257144/207/8764/6352/50848/6376/2185/6366/692094/2621/6348/199/11151/3683/101/1236/6351/64005/4739/7535/6693/3383/8740/81704/6387/1901,27
GO:0042102,positive regulation of T cell proliferation,26/1943,104/18986,0.25,2.4428718476582603,4.981832389307346,1.2508512896498841e-5,0.0011507831864778933,0.0010558968781221093,100133941/7297/6352/916/3965/1725/10288/3481/3113/30835/199/11151/3133/3115/3109/64926/3485/923/23308/5788/7535/54440/3559/6693/6363/3479,26
GO:0032946,positive regulation of mononuclear cell proliferation,33/1943,148/18986,0.22297297297297297,2.1787775938573675,4.860870070370744,1.2839209148989096e-5,0.0011624579204100604,0.0010666089872810992,100133941/7297/2214/6352/916/3965/1725/972/115352/10288/3481/3113/30835/199/11151/3133/3115/3109/64926/3485/923/23308/5788/7535/54440/4282/3559/6693/958/6363/1435/6480/3479,33
GO:0002685,regulation of leukocyte migration,46/1943,236/18986,0.19491525423728814,1.9046119490216946,4.7215692585538465,1.3400028476358596e-5,0.0011942775379554598,0.0010958049602706405,80024/27202/257144/83483/207/8764/646960/4681/6352/6376/3965/5025/2185/1436/7070/6366/972/5881/63940/2621/6348/1240/199/11151/5228/728/5919/11314/56833/101/5880/1236/6351/3554/4739/55512/4282/6693/3383/8740/81704/6363/6387/1435/5054/4323,46
GO:0043299,leukocyte degranulation,22/1943,81/18986,0.2716049382716049,2.653984229554653,5.036794266144103,1.4080663486409227e-5,0.001218819884812093,0.0011183237003184704,2214/3134/3965/6688/3689/2242/2268/2213/6348/6813/5730/11151/8832/4818/3566/11314/5880/201294/634/8673/10814/2922,22
GO:0050900,leukocyte migration,69/1943,404/18986,0.1707920792079208,1.6688926484001978,4.588487537708925,1.4102754627909914e-5,0.001218819884812093,0.0011183237003184704,80024/27202/257144/83483/207/8764/646960/4681/6352/50848/1441/6376/3965/3679/947/3689/5025/2185/1436/7070/6366/972/4283/5881/692094/63940/2621/6348/1240/199/11151/5228/5155/3683/2207/728/5919/11314/2302/2321/56833/101/5880/1236/6351/64005/3603/3554/4739/6362/7535/55512/643/57580/4282/1234/6693/3383/8740/81704/240/6363/3932/6387/1435/7984/1901/5054/4323,69
GO:0071674,mononuclear cell migration,45/1943,231/18986,0.19480519480519481,1.9035365046687744,4.6651094606785435,1.6794592507348468e-5,0.0014297963531629205,0.0013119043825064662,80024/257144/207/8764/4681/6352/50848/6376/3965/5025/2185/1436/6366/692094/2621/6348/1240/199/11151/5155/3683/728/5919/2321/56833/101/1236/6351/64005/4739/7535/4282/1234/6693/3383/8740/81704/240/6363/6387/1435/7984/1901/5054/4323,45
GO:0002690,positive regulation of leukocyte chemotaxis,24/1943,95/18986,0.25263157894736843,2.4685862881599268,4.845097005649845,2.2089546390957433e-5,0.0018529231266767822,0.0017001427965300366,646960/6352/3965/2185/1436/6366/972/63940/2621/6348/1240/199/5228/728/5919/5880/1236/6351/4739/8740/6363/6387/1435/5054,24
GO:0002688,regulation of leukocyte chemotaxis,29/1943,126/18986,0.23015873015873015,2.248993129590144,4.749448215737243,2.2428460755648705e-5,0.0018540860891336263,0.001701209868452866,80024/27202/646960/4681/6352/3965/2185/1436/6366/972/63940/2621/6348/1240/199/5228/728/5919/56833/5880/1236/6351/4739/4282/8740/6363/6387/1435/5054,29
GO:0045730,respiratory burst,14/1943,40/18986,0.35,3.4200205867215643,5.173196423930919,2.3383170728884717e-5,0.0019053943691079774,0.0017482875919400723,3493/100133941/3494/1043/10811/5881/6556/64581/4689/56833/5880/3630/1535/3643,14
GO:0002455,humoral immune response mediated by circulating immunoglobulin,17/1943,56/18986,0.30357142857142855,2.9663443864421732,4.975617289423426,2.7427420416268073e-5,0.0022034648740055364,0.002021781086874498,3493/3500/3494/3502/3507/3503/713/3501/714/712/5777/710/2213/2302/5788/374383/1191,17
GO:0071675,regulation of mononuclear cell migration,32/1943,147/18986,0.21768707482993196,2.1271265068044714,4.632027046969235,2.8725164440836497e-5,0.0022756713607018247,0.0020880338830385828,80024/257144/207/8764/4681/6352/6376/3965/5025/2185/1436/6366/2621/6348/1240/199/11151/728/5919/56833/101/1236/6351/4739/4282/6693/8740/81704/6387/1435/5054/4323,32
GO:0043300,regulation of leukocyte degranulation,15/1943,46/18986,0.32608695652173914,3.186354583902079,5.012774922997344,3.157001625980022e-5,0.0024667859280260336,0.002263390351027061,3134/3965/6688/3689/2242/2268/2213/6813/8832/3566/11314/5880/201294/634/8673,15
GO:2000403,positive regulation of lymphocyte migration,14/1943,42/18986,0.3333333333333333,3.257162463544347,4.944476317391254,4.375324876545622e-5,0.0033725477156508416,0.003094468746256733,8764/6352/2185/6366/6348/199/11151/101/6351/4739/6693/8740/81704/6387,14
GO:0051017,actin filament bundle assembly,34/1943,164/18986,0.2073170731707317,2.0257961663507524,4.454703366690239,4.7534222461773763e-5,0.0036151360656261,0.003317054794104409,26258/2039/116985/84501/114822/11170/2006/5296/134549/10458/50848/22899/6376/10174/11346/2185/57175/64780/85358/51466/5829/199/55160/10411/4739/28984/389/7791/2041/5341/5345/7984/1901/10083,34
GO:0050671,positive regulation of lymphocyte proliferation,31/1943,145/18986,0.21379310344827587,2.0890766145491333,4.444870761779019,5.474667039391038e-5,0.0040602999878475475,0.0037255133128327317,100133941/7297/2214/6352/916/3965/1725/972/115352/10288/3481/3113/30835/199/11151/3133/3115/3109/64926/3485/923/23308/5788/7535/54440/4282/3559/6693/958/6363/3479,31
GO:0002366,leukocyte activation involved in immune response,55/1943,315/18986,0.1746031746031746,1.7061327189994198,4.267037913437837,5.481120250074705e-5,0.0040602999878475475,0.0037255133128327317,56941/4297/2214/3134/3965/6688/3689/7305/26022/2185/2242/5777/972/6778/2268/2213/6556/6348/3122/10859/6813/5730/11151/3718/8832/6482/5450/4818/3683/2207/3566/3109/11314/6097/3726/114836/5880/8741/5788/201294/911/4063/64218/3123/3430/6693/3383/3662/634/3394/958/6363/8673/10814/2922,55
GO:0097048,dendritic cell apoptotic process,7/1943,12/18986,0.5833333333333334,5.700034311202608,5.498964073754737,5.786494534990058e-5,0.004177995547795354,0.0038335044407688964,3965/6366/2621/10859/1236/6363/6387,7
GO:2000668,regulation of dendritic cell apoptotic process,7/1943,12/18986,0.5833333333333334,5.700034311202608,5.498964073754737,5.786494534990058e-5,0.004177995547795354,0.0038335044407688964,3965/6366/2621/10859/1236/6363/6387,7
GO:0031589,cell-substrate adhesion,61/1943,361/18986,0.16897506925207756,1.651137758528021,4.217421614255756,5.966274801614911e-5,0.004253953933551431,0.003903199778109123,26515/349633/136227/2039/11170/7450/916/55679/6376/3679/947/3689/94/10174/2185/7070/6366/3687/5881/51754/6614/64098/2621/57348/5829/11151/79778/5155/80725/3683/4059/7148/3791/5880/1281/1236/64005/201294/4739/50509/57580/30008/7791/25992/1295/2041/1601/57662/3911/6237/9806/1307/1435/10516/91663/6480/10631/5054/4323/1277/4585,61
GO:0030198,extracellular matrix organization,58/1943,339/18986,0.1710914454277286,1.6718179016422312,4.214204580867308,6.285435317424102e-5,0.004426188030936676,0.00406123254038111,63894/79709/1515/23127/10585/2006/7133/57326/7075/57188/2621/2331/2022/4327/1999/7148/340267/64856/164656/7177/9719/101/1281/169611/4629/50509/28984/55512/54507/6423/30008/1296/6692/80781/81794/1295/1291/83716/1471/165/64094/9510/1278/9806/5345/1307/64093/3249/10266/10516/10631/1306/9509/1282/4323/1284/1277/140766,58
GO:0002704,negative regulation of leukocyte mediated immunity,19/1943,71/18986,0.2676056338028169,2.6149050763665884,4.603007476496357,6.640232490145496e-5,0.004619010502901208,0.004238156089987601,3134/3965/6688/5777/2213/2671/10859/3718/3575/8832/3133/3824/11314/2302/11006/5788/684/6693/634,19
GO:0043062,extracellular structure organization,58/1943,340/18986,0.17058823529411765,1.6669007901668131,4.1896382859699886,6.83836482977176e-5,0.004653184288854168,0.0042695121215366744,63894/79709/1515/23127/10585/2006/7133/57326/7075/57188/2621/2331/2022/4327/1999/7148/340267/64856/164656/7177/9719/101/1281/169611/4629/50509/28984/55512/54507/6423/30008/1296/6692/80781/81794/1295/1291/83716/1471/165/64094/9510/1278/9806/5345/1307/64093/3249/10266/10516/10631/1306/9509/1282/4323/1284/1277/140766,58
GO:0008360,regulation of cell shape,30/1943,140/18986,0.21428571428571427,2.0938901551356515,4.3862847029787835,6.852515432393937e-5,0.004653184288854168,0.0042695121215366744,57464/2039/116985/226/23580/7940/10458/50848/3679/10435/54751/3689/221472/5364/2185/2242/1436/161176/5881/2268/64098/6348/11151/3791/152273/64218/79784/57381/3249/11135,30
GO:0002577,regulation of antigen processing and presentation,9/1943,20/18986,0.45,4.397169325784869,5.132311384975494,7.098950574454174e-5,0.004708420241475187,0.004320193666607852,55080/6366/972/2213/6556/10288/1236/3111/6363,9
GO:0045655,regulation of monocyte differentiation,9/1943,20/18986,0.45,4.397169325784869,5.132311384975494,7.098950574454174e-5,0.004708420241475187,0.004320193666607852,3665/2242/920/972/81501/3635/8111/3123/1435,9
GO:0045229,external encapsulating structure organization,58/1943,341/18986,0.17008797653958943,1.6620125180548868,4.165152205834222,7.435505290025652e-5,0.004874956571759347,0.004472998463642776,63894/79709/1515/23127/10585/2006/7133/57326/7075/57188/2621/2331/2022/4327/1999/7148/340267/64856/164656/7177/9719/101/1281/169611/4629/50509/28984/55512/54507/6423/30008/1296/6692/80781/81794/1295/1291/83716/1471/165/64094/9510/1278/9806/5345/1307/64093/3249/10266/10516/10631/1306/9509/1282/4323/1284/1277/140766,58
GO:0003094,glomerular filtration,11/1943,29/18986,0.3793103448275862,3.7064262516194297,4.924691957407563,7.541264981694758e-5,0.004888110847225784,0.004485068120692146,3493/3494/358/28912/947/2702/2621/4162/5155/54885/57156,11
GO:0002263,cell activation involved in immune response,55/1943,319/18986,0.1724137931034483,1.684739205281559,4.16439533477937,7.780587855268623e-5,0.004986570014208115,0.004575408967048562,56941/4297/2214/3134/3965/6688/3689/7305/26022/2185/2242/5777/972/6778/2268/2213/6556/6348/3122/10859/6813/5730/11151/3718/8832/6482/5450/4818/3683/2207/3566/3109/11314/6097/3726/114836/5880/8741/5788/201294/911/4063/64218/3123/3430/6693/3383/3662/634/3394/958/6363/8673/10814/2922,55
GO:0061572,actin filament bundle organization,34/1943,168/18986,0.20238095238095238,1.9775629242947823,4.297157874766534,7.891432105543411e-5,0.005001414303335513,0.004589029289913666,26258/2039/116985/84501/114822/11170/2006/5296/134549/10458/50848/22899/6376/10174/11346/2185/57175/64780/85358/51466/5829/199/55160/10411/4739/28984/389/7791/2041/5341/5345/7984/1901/10083,34
GO:0070227,lymphocyte apoptotic process,21/1943,84/18986,0.25,2.4428718476582603,4.47488833453746,8.307855918770902e-5,0.005207473644029585,0.004778098279714162,207/94103/55716/25865/26155/6352/3965/155038/1831/10572/57593/972/3718/3575/6482/6097/101/939/4282/3559/81704,21
GO:0018108,peptidyl-tyrosine phosphorylation,39/1943,204/18986,0.19117647058823528,1.8680784717386696,4.2089312367870315,9.108970184676099e-5,0.00561036745197496,0.005147772010633258,2039/84619/10188/79643/916/9094/3689/2324/2185/2242/1436/5777/920/5159/3059/2268/3718/23624/5155/80725/57732/84630/3791/2321/11006/9370/5788/1464/1609/4739/9961/7535/6423/2041/83666/3643/3932/640/3479,39
GO:0070231,T cell apoptotic process,17/1943,61/18986,0.2786885245901639,2.7232014039469132,4.551470080957627,9.147338236915695e-5,0.00561036745197496,0.005147772010633258,207/55716/25865/6352/3965/155038/1831/10572/57593/3718/3575/6482/6097/101/939/3559/81704,17
GO:0050866,negative regulation of cell activation,41/1943,219/18986,0.1872146118721461,1.8293652192509346,4.16810957957828,9.915011820894752e-5,0.006016513555998262,0.005520429873850919,2852/8764/7940/7805/8379/3965/7305/374403/5777/2615/972/2268/3659/2213/10288/10859/3718/8832/5155/135/3133/3566/11326/10077/4846/11314/2302/3635/348/11006/114897/7128/5788/3123/1493/3559/54900/6693/634/1840/114757,41
GO:0018212,peptidyl-tyrosine modification,39/1943,206/18986,0.18932038834951456,1.849941787547032,4.141366605612615,1.1316393702893829e-4,0.006789602955173962,0.006229775207264513,2039/84619/10188/79643/916/9094/3689/2324/2185/2242/1436/5777/920/5159/3059/2268/3718/23624/5155/80725/57732/84630/3791/2321/11006/9370/5788/1464/1609/4739/9961/7535/6423/2041/83666/3643/3932/640/3479,39
GO:0043301,negative regulation of leukocyte degranulation,7/1943,13/18986,0.5384615384615384,5.261570133417792,5.189696875606304,1.1427101747838365e-4,0.006789602955173962,0.006229775207264513,3134/3965/6688/2213/8832/11314/634,7
GO:0045725,positive regulation of glycogen biosynthetic process,8/1943,17/18986,0.47058823529411764,4.598347007356725,5.011571880367741,1.2333180757216156e-4,0.007252418870016593,0.0066544302468669264,207/90673/3481/2645/3630/79660/3643/3479,8
GO:0071706,tumor necrosis factor superfamily cytokine production,37/1943,193/18986,0.19170984455958548,1.87329032877421,4.117256532400677,1.2829479965359325e-4,0.007391853911354504,0.006782368355956041,27202/2214/7538/83786/6376/3965/7305/5777/10417/2213/10865/64581/2621/6348/10859/58509/2212/3133/914/4776/6833/54/11006/101/9370/197358/7128/5788/54440/4282/1535/406932/6693/6363/4939/3479/1191,37
GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,37/1943,193/18986,0.19170984455958548,1.87329032877421,4.117256532400677,1.2829479965359325e-4,0.007391853911354504,0.006782368355956041,27202/2214/7538/83786/6376/3965/7305/5777/10417/2213/10865/64581/2621/6348/10859/58509/2212/3133/914/4776/6833/54/11006/101/9370/197358/7128/5788/54440/4282/1535/406932/6693/6363/4939/3479/1191,37
GO:1903706,regulation of hemopoiesis,69/1943,433/18986,0.15935334872979215,1.5571192377683138,3.9596218323672923,1.3179843356831897e-4,0.007517782650736914,0.006897913807386125,222166/130733/10826/714/7538/7704/6988/1441/3965/6688/7305/2353/9580/3665/2185/2242/9840/5777/920/972/3059/115352/54681/3659/2213/26013/2621/6348/10288/28959/3122/10859/3561/3718/3575/81501/3566/914/2302/55365/3635/3726/56833/11006/101/8111/9370/5788/939/4739/6604/1960/3111/7535/150372/54440/3123/1493/11025/6886/3559/3662/634/51412/6363/1435/1840/4323/9935,69
GO:0007015,actin filament organization,73/1943,465/18986,0.15698924731182795,1.534018450572499,3.936581090231597,1.3742862580709791e-4,0.00776131565944244,0.007121366623375622,26258/84221/2039/10178/116985/79585/226/23580/84501/114822/11170/9026/9564/2006/653440/5296/134549/10458/50848/22899/6376/10013/10435/8557/10174/11346/374666/2185/57175/64780/6366/5881/3059/79767/822/85358/23221/51466/90952/5829/199/11151/79778/55160/10411/57477/10095/5880/1236/4542/64005/8153/4739/2934/201191/28984/57580/389/25802/7791/2041/51734/6710/5341/5345/57381/9037/6387/91663/7984/1901/11135/10083,73
